station_id,city,city_code,region,sensor_type,lat,lon,coverage_radius_km,height_m,online_status,health_score,last_maintenance_date,data_nature,source_basis
ST_310000_003,上海,310000,华东,ADS-B接收站,31.236686,121.21957,23.6,61.2,在线,86.1,2026-05-28,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_004,上海,310000,华东,光电云台,31.112291,121.397383,3.38,15.4,维护,57.3,2026-04-23,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_005,上海,310000,华东,气象微站,31.267608,121.699068,4.18,46.3,在线,54.2,2026-06-24,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_006,上海,310000,华东,5G-A通感基站,31.19408,121.4722,1.75,70.4,离线,58.3,2026-06-07,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_007,上海,310000,华东,ADS-B接收站,31.28821,121.216811,39.95,78.7,在线,78.1,2026-05-21,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_008,上海,310000,华东,射频侦测,31.151285,121.38371,8.98,21.8,在线,81.9,2026-05-24,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_009,上海,310000,华东,射频侦测,31.220921,121.483231,9.58,46.9,在线,77.9,2026-06-21,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_010,上海,310000,华东,北斗增强站,31.246308,121.390059,20.28,14.3,在线,89.8,2026-06-22,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_011,上海,310000,华东,ADS-B接收站,31.134451,121.278213,28.01,43.2,在线,53.4,2026-06-06,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_012,上海,310000,华东,气象微站,31.27925,121.39869,2.89,20.4,在线,92.6,2026-04-20,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_013,上海,310000,华东,5G-A通感基站,31.439996,121.192499,1.64,48.8,在线,80.3,2026-06-27,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_014,上海,310000,华东,光电云台,31.377654,121.678779,4.93,33.5,离线,82.7,2026-04-22,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_015,上海,310000,华东,气象微站,31.379376,121.257967,2.69,11.2,在线,91.2,2026-05-27,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_016,上海,310000,华东,ADS-B接收站,31.08875,121.462977,30.38,53.0,在线,86.7,2026-04-04,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_017,上海,310000,华东,光电云台,31.153126,121.40394,4.48,10.9,在线,80.6,2026-05-25,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_018,上海,310000,华东,5G-A通感基站,31.188398,121.772505,2.77,67.4,在线,91.3,2026-05-31,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_019,上海,310000,华东,低空监视雷达,31.255056,121.384512,10.42,65.3,在线,67.7,2026-06-22,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_020,上海,310000,华东,5G-A通感基站,31.472269,121.620249,2.51,49.4,在线,65.5,2026-06-01,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_021,上海,310000,华东,电子围栏边界节点,31.06686,121.312497,1.32,40.2,维护,85.9,2026-02-22,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_022,上海,310000,华东,气象微站,31.225255,121.430777,3.26,71.9,在线,94.7,2026-06-19,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_023,上海,310000,华东,光电云台,31.362844,121.656279,4.61,55.6,在线,46.0,2026-05-08,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_024,上海,310000,华东,5G-A通感基站,31.121422,121.610074,1.65,75.6,在线,74.4,2026-06-28,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_025,上海,310000,华东,ADS-B接收站,31.116931,121.279294,39.11,56.6,在线,86.6,2026-04-10,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_026,上海,310000,华东,气象微站,31.064639,121.317212,2.81,24.8,在线,81.5,2026-06-14,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_027,上海,310000,华东,射频侦测,31.062241,121.437962,7.86,30.0,在线,74.0,2026-06-16,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_028,上海,310000,华东,气象微站,31.158602,121.342343,3.96,48.4,在线,74.9,2026-06-12,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_029,上海,310000,华东,气象微站,31.428651,121.623979,3.37,23.2,在线,63.9,2026-04-26,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_030,上海,310000,华东,气象微站,31.272819,121.633947,2.51,16.3,在线,97.4,2026-06-17,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_031,上海,310000,华东,光电云台,31.204113,121.182193,3.63,30.0,在线,73.7,2026-05-22,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_032,上海,310000,华东,射频侦测,31.196457,121.469021,5.76,22.9,在线,70.9,2026-05-25,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_033,上海,310000,华东,北斗增强站,31.167212,121.618529,25.32,66.2,在线,79.7,2026-04-18,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_034,上海,310000,华东,电子围栏边界节点,31.058643,121.676076,1.65,20.1,在线,94.7,2026-06-27,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_035,上海,310000,华东,光电云台,31.392944,121.269875,2.93,75.5,在线,38.8,2026-06-17,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_036,上海,310000,华东,光电云台,31.378549,121.741691,2.85,64.6,在线,67.8,2026-06-16,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_037,上海,310000,华东,光电云台,31.101924,121.717363,4.47,64.7,在线,76.7,2026-06-23,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_038,上海,310000,华东,5G-A通感基站,31.359056,121.527907,1.47,10.6,在线,82.2,2026-06-10,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_039,上海,310000,华东,光电云台,31.469015,121.368799,3.9,76.1,在线,94.7,2026-05-28,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_040,上海,310000,华东,5G-A通感基站,31.037007,121.334538,1.72,23.8,在线,77.6,2026-06-13,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_041,上海,310000,华东,低空监视雷达,31.104365,121.642021,10.12,28.7,在线,73.1,2026-06-23,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_042,上海,310000,华东,北斗增强站,31.079319,121.728767,22.62,62.3,在线,91.9,2026-06-01,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_043,上海,310000,华东,电子围栏边界节点,31.183272,121.51958,1.26,67.9,在线,89.0,2026-05-24,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_044,上海,310000,华东,射频侦测,31.067489,121.424267,9.43,43.8,在线,92.1,2026-05-18,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_045,上海,310000,华东,射频侦测,31.302314,121.672955,6.5,25.8,在线,84.7,2026-05-28,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_046,上海,310000,华东,电子围栏边界节点,30.992253,121.237375,1.75,15.4,在线,70.1,2026-05-24,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_047,上海,310000,华东,5G-A通感基站,31.276965,121.575989,1.56,71.2,在线,88.4,2026-05-26,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_048,上海,310000,华东,5G-A通感基站,30.995166,121.390375,2.19,62.6,在线,68.0,2026-06-05,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_049,上海,310000,华东,电子围栏边界节点,31.096049,121.638066,2.0,69.2,在线,81.0,2026-06-27,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_310000_050,上海,310000,华东,5G-A通感基站,31.113004,121.629352,2.33,18.8,在线,64.2,2026-06-05,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_001,广州,440100,中南,光电云台,23.001535,113.232895,4.18,79.8,在线,98.6,2026-05-18,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_002,广州,440100,中南,北斗增强站,23.229377,113.562542,17.49,78.1,维护,60.1,2026-04-30,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_003,广州,440100,中南,低空监视雷达,23.377606,113.334426,12.79,25.2,在线,71.3,2026-06-17,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_004,广州,440100,中南,北斗增强站,23.342886,113.129171,26.95,73.1,维护,61.7,2026-05-12,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_005,广州,440100,中南,射频侦测,23.225261,113.018523,9.47,25.7,在线,80.1,2026-05-22,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_006,广州,440100,中南,5G-A通感基站,23.139337,113.177517,1.9,51.9,在线,72.3,2026-03-07,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_007,广州,440100,中南,气象微站,22.931623,113.18446,3.68,35.6,在线,85.5,2026-06-23,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_008,广州,440100,中南,北斗增强站,22.93095,113.316754,20.58,37.7,在线,84.2,2026-05-02,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_009,广州,440100,中南,5G-A通感基站,22.910935,113.30179,1.5,50.8,在线,79.5,2026-03-02,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_010,广州,440100,中南,低空监视雷达,23.261948,113.097176,14.75,76.4,在线,50.8,2026-05-24,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_011,广州,440100,中南,低空监视雷达,23.284543,113.046784,11.5,60.2,在线,90.2,2026-06-18,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_012,广州,440100,中南,5G-A通感基站,23.317467,113.294994,2.04,12.4,在线,74.8,2026-05-14,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_013,广州,440100,中南,气象微站,23.267393,113.264326,3.2,63.8,在线,72.2,2026-06-22,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_014,广州,440100,中南,低空监视雷达,22.915964,113.056278,13.09,30.8,在线,63.8,2026-06-20,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_015,广州,440100,中南,5G-A通感基站,23.224707,113.540306,2.51,16.3,在线,74.0,2026-06-27,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_016,广州,440100,中南,5G-A通感基站,23.123663,113.416432,2.06,28.6,在线,87.4,2026-06-14,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_017,广州,440100,中南,射频侦测,23.026437,113.002757,6.04,75.7,在线,91.5,2026-06-01,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_018,广州,440100,中南,北斗增强站,23.304939,113.283838,19.07,75.6,在线,77.2,2026-05-08,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_019,广州,440100,中南,5G-A通感基站,23.217088,113.546062,2.63,50.8,在线,81.8,2026-05-04,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_020,广州,440100,中南,射频侦测,23.365008,113.005478,6.18,43.1,维护,74.2,2025-10-30,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_021,广州,440100,中南,光电云台,23.015021,113.292231,4.77,67.0,在线,75.5,2026-06-03,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_022,广州,440100,中南,电子围栏边界节点,23.346919,112.974997,1.35,19.1,在线,67.9,2026-05-28,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_023,广州,440100,中南,5G-A通感基站,22.97774,113.467971,2.11,20.4,在线,97.1,2026-05-10,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_024,广州,440100,中南,光电云台,23.302625,113.149453,4.13,30.3,在线,67.5,2026-06-14,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_025,广州,440100,中南,ADS-B接收站,22.914935,113.141489,36.15,42.2,在线,63.6,2026-04-28,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_026,广州,440100,中南,电子围栏边界节点,22.973792,113.102431,1.09,50.8,在线,66.7,2026-01-28,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_027,广州,440100,中南,气象微站,23.08967,113.082929,3.3,38.5,在线,79.3,2026-06-04,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_028,广州,440100,中南,低空监视雷达,23.298947,113.460609,12.24,30.6,离线,93.4,2026-03-17,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_029,广州,440100,中南,光电云台,22.948288,113.10351,4.26,38.7,维护,73.2,2026-04-03,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_030,广州,440100,中南,电子围栏边界节点,23.042322,113.296764,1.58,55.6,在线,85.9,2025-11-21,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_031,广州,440100,中南,5G-A通感基站,23.277642,113.026818,1.95,61.4,维护,85.9,2026-02-06,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_032,广州,440100,中南,气象微站,23.076831,113.483006,4.14,26.7,在线,94.6,2026-05-07,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_033,广州,440100,中南,气象微站,23.160901,113.086628,2.42,46.7,在线,87.5,2026-06-19,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_034,广州,440100,中南,电子围栏边界节点,23.109707,113.296586,1.83,29.3,在线,33.4,2026-05-11,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_035,广州,440100,中南,ADS-B接收站,22.935015,113.009724,31.69,72.6,在线,67.4,2026-06-18,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_036,广州,440100,中南,光电云台,22.904218,113.355361,5.2,77.2,在线,97.2,2026-06-23,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_037,广州,440100,中南,ADS-B接收站,23.278606,113.190991,25.37,22.1,在线,93.6,2026-06-08,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_038,广州,440100,中南,电子围栏边界节点,22.891363,113.328549,1.94,70.5,在线,68.8,2026-03-14,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_039,广州,440100,中南,射频侦测,23.325832,112.984367,8.53,74.9,在线,82.5,2026-03-10,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_040,广州,440100,中南,低空监视雷达,22.969777,113.302013,14.38,60.5,在线,91.1,2026-06-20,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_041,广州,440100,中南,低空监视雷达,23.224348,113.285613,12.9,43.5,在线,59.5,2026-02-25,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_042,广州,440100,中南,低空监视雷达,23.13886,113.561165,9.23,31.9,在线,84.4,2026-06-16,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_043,广州,440100,中南,电子围栏边界节点,23.135858,113.437151,1.46,21.9,在线,82.7,2025-07-20,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_044,广州,440100,中南,气象微站,23.350353,113.259759,3.57,35.3,在线,77.4,2026-06-01,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_045,广州,440100,中南,气象微站,23.060039,113.314908,4.14,10.6,在线,88.8,2026-05-23,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_046,广州,440100,中南,电子围栏边界节点,23.202709,113.44684,1.68,36.9,在线,74.3,2026-06-28,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
ST_440100_047,广州,440100,中南,气象微站,23.178674,113.38082,3.4,59.2,在线,93.9,2025-12-15,simulated_demo_sample,用于平台感知层部署和覆盖分析演示，非真实设备清单。
